phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
platelet_count	12	48204588	48204649	12_47990997_48857534	AG	{14.0: 2.93%, 15.0: 13.93%, 22.0: 0.02%, 25.0: 0.22%, 26.0: 22.94%, 27.0: 0.23%, 28.0: 0.65%, 29.0: 9.89%, 30.0: 10.34%, 30.5: 0.01%, 31.0: 6.15%, 32.0: 20.50%, 33.0: 8.20%, 34.0: 1.80%, 35.0: 1.01%, 36.0: 0.27%, 37.0: 0.20%, 38.0: 0.73%}	5.95e-18	-	confidently	0.995718560164815	1.0	0.997191547724814	1.0	1.0	1.0	1.0	1.0	0.981467107529124	1.0	1.0	0.491, 0.193, 0.64, 0.103, 0.291	NA, NA, NA, NA, NA	{14.0: 14.88%, 15.0: 9.49%, 22.0: 1.84%, 25.0: 9.51%, 26.0: 3.94%, 27.0: 0.90%, 28.0: 3.48%, 29.0: 4.05%, 30.0: 6.36%, 30.5: 0.01%, 31.0: 5.78%, 32.0: 24.05%, 33.0: 12.53%, 34.0: 2.49%, 35.0: 0.42%, 36.0: 0.02%, 37.0: 0.10%, 38.0: 0.14%}	{14.0: 5.30%, 15.0: 14.70%, 22.0: 0.03%, 25.0: 0.50%, 26.0: 13.71%, 27.0: 0.11%, 28.0: 2.25%, 29.0: 9.26%, 30.0: 10.93%, 30.5: 0.04%, 31.0: 3.09%, 32.0: 19.96%, 33.0: 12.96%, 34.0: 1.36%, 35.0: 4.56%, 36.0: 0.15%, 37.0: 0.29%, 38.0: 0.79%}	{14.0: 2.80%, 15.0: 6.19%, 22.0: 0.01%, 25.0: 7.80%, 26.0: 1.90%, 27.0: 0.15%, 28.0: 0.64%, 29.0: 27.26%, 30.0: 26.83%, 30.5: 0.24%, 31.0: 3.36%, 32.0: 10.22%, 33.0: 8.53%, 34.0: 0.25%, 35.0: 2.91%, 36.0: 0.00%, 37.0: 0.01%, 38.0: 0.90%}	{14.0: 2.76%, 15.0: 12.48%, 22.0: 0.02%, 25.0: 0.32%, 26.0: 25.90%, 27.0: 0.28%, 28.0: 0.62%, 29.0: 8.66%, 30.0: 9.97%, 30.5: 0.01%, 31.0: 6.38%, 32.0: 20.38%, 33.0: 8.34%, 34.0: 1.76%, 35.0: 0.69%, 36.0: 0.19%, 37.0: 0.18%, 38.0: 1.06%}	{14.0: 4.01%, 15.0: 15.49%, 22.0: 0.01%, 25.0: 0.28%, 26.0: 20.80%, 27.0: 0.20%, 28.0: 0.53%, 29.0: 9.74%, 30.0: 9.63%, 30.5: 0.02%, 31.0: 6.36%, 32.0: 19.65%, 33.0: 8.68%, 34.0: 1.91%, 35.0: 1.30%, 36.0: 0.24%, 37.0: 0.34%, 38.0: 0.80%}
platelet_count	13	95900173	95900194	13_95707282_96132909	AC	{11.0: 8.38%, 12.0: 0.00%, 15.0: 0.53%, 16.0: 21.68%, 17.0: 12.45%, 18.0: 1.46%, 19.0: 14.97%, 20.0: 24.91%, 21.0: 7.85%, 22.0: 0.91%, 23.0: 0.51%, 24.0: 5.30%, 25.0: 0.18%, 26.0: 0.01%, 27.0: 0.71%, 28.0: 0.09%, 29.0: 0.08%}	7.5e-67	+	singly	0.999999999999974	0.0	0.999999737898435	0.0	0.0	0.0	0.0	0.0	0.999999999999919	0.0	1.0	0.0258, 0.0461, 0.305, 0.0000263, 1.56e-7	+, +, NA, +, +	{11.0: 5.16%, 12.0: 0.00%, 15.0: 1.42%, 16.0: 3.40%, 17.0: 1.38%, 18.0: 1.01%, 19.0: 5.90%, 20.0: 13.39%, 21.0: 37.61%, 22.0: 6.33%, 23.0: 0.28%, 24.0: 18.21%, 25.0: 0.26%, 26.0: 2.33%, 27.0: 0.08%, 28.0: 3.21%, 29.0: 0.05%}	{11.0: 15.83%, 12.0: 0.01%, 15.0: 0.31%, 16.0: 11.97%, 17.0: 10.55%, 18.0: 3.08%, 19.0: 23.80%, 20.0: 15.73%, 21.0: 7.72%, 22.0: 0.59%, 23.0: 1.13%, 24.0: 8.55%, 25.0: 0.06%, 26.0: 0.02%, 27.0: 0.34%, 28.0: 0.06%, 29.0: 0.26%}	{11.0: 19.93%, 12.0: 0.02%, 15.0: 2.98%, 16.0: 11.52%, 17.0: 6.09%, 18.0: 0.44%, 19.0: 35.39%, 20.0: 5.96%, 21.0: 11.25%, 22.0: 2.19%, 23.0: 3.86%, 24.0: 0.29%, 25.0: 0.02%, 26.0: 0.02%, 27.0: 0.02%, 28.0: 0.00%, 29.0: 0.01%}	{11.0: 7.29%, 12.0: 0.00%, 15.0: 0.38%, 16.0: 21.94%, 17.0: 13.04%, 18.0: 1.46%, 19.0: 15.83%, 20.0: 23.93%, 21.0: 7.54%, 22.0: 1.02%, 23.0: 0.66%, 24.0: 5.92%, 25.0: 0.09%, 26.0: 0.00%, 27.0: 0.71%, 28.0: 0.12%, 29.0: 0.07%}	{11.0: 10.59%, 12.0: 0.00%, 15.0: 0.57%, 16.0: 21.77%, 17.0: 10.63%, 18.0: 1.52%, 19.0: 17.12%, 20.0: 22.48%, 21.0: 8.40%, 22.0: 0.75%, 23.0: 0.40%, 24.0: 4.54%, 25.0: 0.13%, 26.0: 0.03%, 27.0: 0.79%, 28.0: 0.11%, 29.0: 0.14%}
platelet_count	14	103083925	103083946	14_102389227_103748110	A	{18.0: 0.00%, 19.0: 69.18%, 20.0: 13.95%, 21.0: 0.00%, 22.0: 16.80%, 23.0: 0.07%}	2.8e-53	-	singly	0.996866084263886	0.474437	0.897141166744016	0.474437	0.474437	0.0	0.0	0.474437	0.0210858218036717	0.0708706	0.412592	0.00777, 0.112, 0.159, 0.000077, 0.00398	-, NA, NA, -, -	{18.0: 0.06%, 19.0: 42.05%, 20.0: 30.53%, 21.0: 3.18%, 22.0: 24.05%, 23.0: 0.12%}	{19.0: 71.23%, 20.0: 6.67%, 21.0: 0.00%, 22.0: 21.81%, 23.0: 0.28%}	{18.0: 0.00%, 19.0: 59.02%, 20.0: 2.59%, 21.0: 0.01%, 22.0: 32.53%, 23.0: 5.85%}	{19.0: 66.92%, 20.0: 15.79%, 21.0: 0.00%, 22.0: 17.23%, 23.0: 0.06%}	{19.0: 69.86%, 20.0: 13.09%, 21.0: 0.02%, 22.0: 16.94%, 23.0: 0.09%}
platelet_count	15	42254741	42254753	15_42099183_45163700	A	{12.0: 20.98%, 13.0: 67.39%, 14.0: 0.32%, 15.0: 10.99%, 16.0: 0.32%}	2.33e-16	-	singly	0.035680583609289	1.0	0.0	1.0	0.151172	0.0671326	0.025074	0.860161	0.0	0.0248177	0.0235342	0.155, 0.813, 0.0587, 0.018, 0.245	NA, NA, NA, -, NA	{12.0: 4.26%, 13.0: 49.81%, 14.0: 16.43%, 15.0: 29.49%, 16.0: 0.02%}	{12.0: 21.35%, 13.0: 52.16%, 14.0: 0.38%, 15.0: 26.02%, 16.0: 0.08%}	{12.0: 18.17%, 13.0: 72.08%, 14.0: 0.32%, 15.0: 9.42%, 16.0: 0.01%}	{12.0: 22.25%, 13.0: 65.82%, 14.0: 0.35%, 15.0: 11.40%, 16.0: 0.19%}	{12.0: 20.63%, 13.0: 66.93%, 14.0: 0.45%, 15.0: 11.73%, 16.0: 0.25%}
platelet_count	17	7726666	7726693	17_7142585_7918367	AG	{10.0: 0.04%, 11.0: 0.24%, 12.0: 0.00%, 13.0: 0.01%, 14.0: 3.62%, 15.0: 41.27%, 16.0: 54.53%, 17.0: 0.28%}	7.3e-13	-	confidently	0.982281550551962	0.99221	0.942553217916184	1.0	0.991954	0.995604	1.0	0.99221	0.0	0.92532	1.0	0.537, 0.0266, 0.207, 0.17, 0.0127	NA, -, NA, NA, -	{10.0: 2.10%, 11.0: 0.02%, 12.0: 0.03%, 13.0: 0.01%, 14.0: 45.01%, 15.0: 31.86%, 16.0: 19.51%, 17.0: 1.46%}	{10.0: 0.02%, 11.0: 0.05%, 12.0: 0.00%, 13.0: 0.24%, 14.0: 24.68%, 15.0: 36.85%, 16.0: 38.07%, 17.0: 0.09%}	{10.0: 0.01%, 11.0: 0.00%, 12.0: 0.00%, 13.0: 1.46%, 14.0: 19.94%, 15.0: 41.58%, 16.0: 36.98%, 17.0: 0.02%}	{10.0: 0.03%, 11.0: 0.20%, 13.0: 0.02%, 14.0: 3.14%, 15.0: 41.66%, 16.0: 54.69%, 17.0: 0.26%}	{10.0: 0.15%, 11.0: 0.23%, 13.0: 0.03%, 14.0: 6.07%, 15.0: 38.32%, 16.0: 54.83%, 17.0: 0.38%}
platelet_count	17	27842016	27842040	17_26756730_29860829	A	{21.0: 0.00%, 22.0: 48.22%, 23.0: 0.08%, 24.0: 31.25%, 25.0: 19.95%, 26.0: 0.49%}	2.26e-181	-	doubly	0.999999753314125	1.0	0.999997369803325	1.0	1.0	0.0	1.0	1.0	0.9999990132219	1.0	0.0796992	0.268, 7.77e-6, 0.813, 1.44e-10, 4.95e-10	NA, -, NA, -, -	{21.0: 4.46%, 22.0: 15.13%, 23.0: 0.00%, 24.0: 20.52%, 25.0: 59.40%, 26.0: 0.49%}	{21.0: 0.00%, 22.0: 36.75%, 23.0: 0.06%, 24.0: 35.65%, 25.0: 27.13%, 26.0: 0.41%}	{21.0: 0.00%, 22.0: 2.65%, 24.0: 30.41%, 25.0: 63.37%, 26.0: 3.57%}	{21.0: 0.01%, 22.0: 50.90%, 23.0: 0.06%, 24.0: 28.76%, 25.0: 19.76%, 26.0: 0.50%}	{21.0: 0.02%, 22.0: 47.75%, 23.0: 0.08%, 24.0: 30.97%, 25.0: 20.73%, 26.0: 0.45%}
platelet_count	17	33886073	33886086	17_33697919_34458145	A	{11.0: 1.44%, 12.0: 15.81%, 14.0: 82.75%}	4.3e-92	-	singly	0.223388151326533	0.918532	0.163330965862283	0.918449	0.90907	0.777822	0.820148	0.906057	0.0	0.253045	0.545217	0.277, 0.000117, 0.179, 0.000123, 7.84e-6	NA, -, NA, -, -	{11.0: 0.10%, 12.0: 24.37%, 14.0: 75.53%}	{11.0: 0.53%, 12.0: 21.82%, 14.0: 77.64%}	{11.0: 0.12%, 12.0: 34.35%, 14.0: 65.53%}	{11.0: 1.54%, 12.0: 15.56%, 14.0: 82.90%}	{11.0: 1.34%, 12.0: 17.18%, 14.0: 81.48%}
platelet_count	17	33871548	33871564	17_33697919_34458145	A	{16.0: 2.20%, 17.0: 68.55%, 18.0: 18.89%, 19.0: 4.90%, 20.0: 1.62%, 21.0: 3.84%, 22.0: 0.00%}	6.98e-54	+	singly	0.999999974269037	0.187201	0.999999967023197	0.122993	0.244396	0.491979	0.0	0.19404	0.999999920269051	0.0323166	1.0	0.311, 2.9e-6, 0.831, 0.0113, 0.000522	NA, +, NA, +, +	{16.0: 1.68%, 17.0: 41.25%, 18.0: 25.71%, 19.0: 22.59%, 20.0: 3.86%, 21.0: 4.63%, 22.0: 0.29%}	{16.0: 4.95%, 17.0: 56.31%, 18.0: 26.65%, 19.0: 4.28%, 20.0: 0.39%, 21.0: 7.42%, 22.0: 0.00%}	{16.0: 20.84%, 17.0: 60.83%, 18.0: 15.88%, 19.0: 1.18%, 20.0: 0.05%, 21.0: 1.22%}	{16.0: 2.06%, 17.0: 71.52%, 18.0: 16.58%, 19.0: 4.24%, 20.0: 1.63%, 21.0: 3.98%, 22.0: 0.00%}	{16.0: 2.22%, 17.0: 65.62%, 18.0: 20.67%, 19.0: 5.87%, 20.0: 1.82%, 21.0: 3.79%, 22.0: 0.01%}
platelet_count	17	42434716	42434734	17_41941576_43401993	A	{18.0: 0.03%, 19.0: 60.56%, 20.0: 39.42%}	3.1e-50	-	singly	0.485644638358817	0.895876	0.228658990257025	1.0	0.93291	1.0	0.993956	0.888706	0.170890700213171	0.106112	0.990234	0.0813, 0.276, 0.727, 0.0000464, 0.0000178	NA, NA, NA, -, -	{18.0: 5.01%, 19.0: 57.68%, 20.0: 37.30%}	{18.0: 0.06%, 19.0: 63.84%, 20.0: 36.10%}	{18.0: 0.03%, 19.0: 53.36%, 20.0: 46.61%}	{18.0: 0.03%, 19.0: 60.71%, 20.0: 39.26%}	{18.0: 0.06%, 19.0: 59.77%, 20.0: 40.16%}
platelet_count	17	44833089	44833107	17_43659777_44977612	A	{17.0: 0.57%, 18.0: 15.40%, 19.0: 80.22%, 20.0: 3.80%}	1.12e-10	-	doubly	0.997784275669561	0.995107										0.566, 0.608, 0.17, 0.486, 0.477	NA, NA, NA, NA, NA	{17.0: 1.59%, 18.0: 38.30%, 19.0: 58.55%, 20.0: 1.56%}	{17.0: 7.95%, 18.0: 7.47%, 19.0: 83.46%, 20.0: 1.12%}	{17.0: 59.14%, 18.0: 7.34%, 19.0: 33.00%, 20.0: 0.52%}	{17.0: 0.64%, 18.0: 15.47%, 19.0: 80.22%, 20.0: 3.68%}	{17.0: 1.79%, 18.0: 15.06%, 19.0: 79.66%, 20.0: 3.49%}
platelet_count	17	57872357	57872375	17_57369609_58171076	A	{19.0: 15.55%, 20.0: 27.52%, 21.0: 1.87%, 22.0: 55.04%, 23.0: 0.02%}	4.66e-14	+	not	0.0	0.0										0.288, 0.0612, 0.576, 0.963, 0.416	NA, NA, NA, NA, NA	{19.0: 9.20%, 20.0: 68.77%, 21.0: 8.64%, 22.0: 13.38%, 23.0: 0.01%}	{19.0: 6.85%, 20.0: 43.76%, 21.0: 0.81%, 22.0: 48.38%, 23.0: 0.20%}	{19.0: 6.74%, 20.0: 50.73%, 21.0: 2.09%, 22.0: 40.40%, 23.0: 0.04%}	{19.0: 15.42%, 20.0: 26.63%, 21.0: 1.59%, 22.0: 56.34%, 23.0: 0.02%}	{19.0: 15.70%, 20.0: 29.09%, 21.0: 1.58%, 22.0: 53.60%, 23.0: 0.03%}
platelet_count	19	17210626	17210645	19_17016245_17434577	A	{16.0: 0.04%, 17.0: 0.69%, 18.0: 37.19%, 19.0: 34.26%, 20.0: 27.83%}	1.03e-9	+	singly	0.0	0.87982										0.731, 0.505, 0.834, 0.442, 0.0104	NA, NA, NA, NA, +	{16.0: 4.02%, 17.0: 1.15%, 18.0: 58.23%, 19.0: 27.57%, 20.0: 9.03%}	{16.0: 0.03%, 17.0: 3.42%, 18.0: 48.64%, 19.0: 33.60%, 20.0: 14.30%}	{16.0: 0.03%, 17.0: 1.46%, 18.0: 43.89%, 19.0: 28.77%, 20.0: 25.84%}	{16.0: 0.14%, 17.0: 0.72%, 18.0: 38.15%, 19.0: 35.05%, 20.0: 25.95%}	{16.0: 0.07%, 17.0: 0.89%, 18.0: 39.80%, 19.0: 33.62%, 20.0: 25.63%}
platelet_count	19	45146632	45146647	19_45008475_46499916	A	{14.0: 0.00%, 15.0: 23.22%, 16.0: 75.08%, 17.0: 1.70%}	3.87e-15	-	not	0.0881942997745303	0.0										0.0635, 0.0322, 0.771, 0.23, 0.0473	NA, -, NA, NA, -	{14.0: 3.04%, 15.0: 39.94%, 16.0: 56.89%, 17.0: 0.13%}	{14.0: 0.04%, 15.0: 36.30%, 16.0: 63.39%, 17.0: 0.27%}	{14.0: 0.02%, 15.0: 30.59%, 16.0: 69.35%, 17.0: 0.04%}	{14.0: 0.00%, 15.0: 22.80%, 16.0: 75.77%, 17.0: 1.43%}	{14.0: 0.01%, 15.0: 24.10%, 16.0: 74.34%, 17.0: 1.54%}
platelet_count	21	36389179	36389201	21_36242434_36607678	AC	{10.5: 0.01%, 11.5: 60.20%, 12.5: 32.52%, 13.5: 7.02%, 14.5: 0.24%}	1.34e-29	-	singly	0.950746007459399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0808, 0.202, 0.116, 0.0528, 0.343	NA, NA, NA, NA, NA	{10.5: 1.03%, 11.5: 69.30%, 12.5: 26.89%, 13.5: 2.77%, 14.5: 0.02%}	{10.5: 0.04%, 11.5: 60.78%, 12.5: 35.98%, 13.5: 3.19%, 14.5: 0.02%}	{10.5: 0.01%, 11.5: 63.13%, 12.5: 36.52%, 13.5: 0.33%, 14.5: 0.00%}	{10.5: 0.02%, 11.5: 59.15%, 12.5: 33.45%, 13.5: 7.08%, 14.5: 0.31%}	{10.5: 0.03%, 11.5: 59.90%, 12.5: 33.81%, 13.5: 6.09%, 14.5: 0.16%}
platelet_count	22	43385874	43385921	22_42971996_43696315	AT	{21.5: 0.27%, 22.0: 42.96%, 22.5: 3.57%, 23.0: 8.72%, 23.5: 0.09%, 24.0: 43.92%, 24.5: 0.05%, 25.0: 0.42%}	1.9e-45	+	not	0.0	0.0										0.000289, 0.0000324, 0.391, 0.00735, 0.0348	+, +, NA, +, +	{21.5: 0.92%, 22.0: 16.94%, 22.5: 12.65%, 23.0: 39.57%, 23.5: 0.08%, 24.0: 11.35%, 24.5: 10.49%, 25.0: 8.00%}	{21.5: 0.04%, 22.0: 44.95%, 22.5: 1.63%, 23.0: 15.37%, 23.5: 1.26%, 24.0: 36.02%, 24.5: 0.03%, 25.0: 0.70%}	{22.0: 9.04%, 22.5: 0.10%, 23.0: 69.64%, 23.5: 0.41%, 24.0: 18.92%, 24.5: 0.04%, 25.0: 1.87%}	{21.5: 0.58%, 22.0: 43.09%, 22.5: 4.31%, 23.0: 8.05%, 23.5: 0.11%, 24.0: 43.46%, 24.5: 0.06%, 25.0: 0.35%}	{21.5: 0.13%, 22.0: 41.75%, 22.5: 3.10%, 23.0: 9.61%, 23.5: 0.20%, 24.0: 44.41%, 24.5: 0.13%, 25.0: 0.66%}
