phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
mean_platelet_volume	18	67536040	67536077	18_67215622_68049239	AC	{17.0: 0.01%, 18.0: 2.88%, 19.0: 0.26%, 20.0: 8.81%, 21.0: 60.80%, 22.0: 24.67%, 23.0: 2.55%, 24.0: 0.01%}	6.73e-34	-	intron:CD226:protein_coding	confidently	0.998494475813648	1.0	0.956655737417794	1.0	1.0	1.0	1.0	1.0	0.997084975925348	0.9742	0.938169	0.0292, 0.00199, 0.329, 0.0126, 0.127	-, -, NA, -, NA	{17.0: 0.36%, 18.0: 6.08%, 19.0: 37.92%, 20.0: 14.54%, 21.0: 28.57%, 22.0: 10.98%, 23.0: 1.55%, 24.0: 0.00%}	{17.0: 0.01%, 18.0: 2.20%, 19.0: 0.39%, 20.0: 13.35%, 21.0: 53.42%, 22.0: 29.47%, 23.0: 1.13%, 24.0: 0.03%}	{17.0: 0.00%, 18.0: 0.34%, 19.0: 0.27%, 20.0: 16.86%, 21.0: 63.54%, 22.0: 18.84%, 23.0: 0.15%, 24.0: 0.00%}	{17.0: 0.01%, 18.0: 3.53%, 19.0: 0.28%, 20.0: 8.97%, 21.0: 60.20%, 22.0: 24.69%, 23.0: 2.32%, 24.0: 0.01%}	{17.0: 0.01%, 18.0: 2.56%, 19.0: 0.55%, 20.0: 8.56%, 21.0: 59.73%, 22.0: 25.96%, 23.0: 2.61%, 24.0: 0.02%}
mean_platelet_volume	19	16201097	16201113	19_15856894_16971300	A	{16.0: 0.42%, 17.0: 91.07%, 18.0: 8.52%}	7.61e-56	+	intron:TPM4:protein_coding	confidently	0.999999999999403	0.975822	0.999999999997385	1.0	0.976323	0.993059	0.996012	0.975822	0.999999999999832	0.885897	1.0	6.57e-11, 0.165, 0.125, 0.00102, 0.031	+, NA, NA, +, +	{16.0: 1.97%, 17.0: 77.32%, 18.0: 20.71%}	{16.0: 0.28%, 17.0: 95.59%, 18.0: 4.13%}	{16.0: 0.78%, 17.0: 97.39%, 18.0: 1.83%}	{16.0: 0.41%, 17.0: 90.95%, 18.0: 8.64%}	{16.0: 0.41%, 17.0: 89.73%, 18.0: 9.86%}
mean_platelet_volume	19	16240964	16240975	19_15856894_16971300	A	{11.0: 14.13%, 12.0: 67.18%, 13.0: 18.68%, 14.0: 0.01%}	1.47e-11	+	multigene;intron:RAB8A:protein_coding;intron:CTD-2231E14.8:lncRNA	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.547, 0.64, 0.288, 0.00138, 0.00284	NA, NA, NA, +, +	{11.0: 10.27%, 12.0: 78.91%, 13.0: 10.81%, 14.0: 0.00%}	{11.0: 19.58%, 12.0: 64.91%, 13.0: 15.50%, 14.0: 0.01%}	{11.0: 29.47%, 12.0: 67.34%, 13.0: 3.20%, 14.0: 0.00%}	{11.0: 13.25%, 12.0: 67.30%, 13.0: 19.45%, 14.0: 0.00%}	{11.0: 13.75%, 12.0: 66.97%, 13.0: 19.26%, 14.0: 0.01%}
mean_platelet_volume	20	1930085	1930097	20_1166076_2333697	A	{12.0: 32.89%, 13.0: 67.11%}	4.27e-113	+	intron:PDYN-AS1:lncRNA	not	0.0	0.0										0.218, 0.00142, 0.76, 0.015, 2.99e-9	NA, +, NA, +, +	{12.0: 73.60%, 13.0: 26.40%}	{12.0: 55.60%, 13.0: 44.40%}	{12.0: 81.36%, 13.0: 18.64%}	{12.0: 31.16%, 13.0: 68.84%}	{12.0: 35.87%, 13.0: 64.13%}
mean_sphered_cell_volume	1	225914361	225914377	1_225510762_226125766	A	{15.0: 0.19%, 16.0: 10.78%, 17.0: 60.09%, 18.0: 28.93%, 19.0: 0.00%}	3.63e-13	+	multigene;intron:RP11-145A3.1:lncRNA;intron:RP11-145A3.2:lncRNA	not	0.0	0.0										0.913, 0.375, 0.419, 0.286, 0.0261	NA, NA, NA, NA, +	{15.0: 0.02%, 16.0: 0.94%, 17.0: 34.72%, 18.0: 64.04%, 19.0: 0.28%}	{15.0: 0.05%, 16.0: 13.57%, 17.0: 57.39%, 18.0: 28.98%, 19.0: 0.01%}	{15.0: 0.00%, 16.0: 14.77%, 17.0: 43.80%, 18.0: 41.42%, 19.0: 0.00%}	{15.0: 0.12%, 16.0: 10.42%, 17.0: 58.12%, 18.0: 31.33%, 19.0: 0.00%}	{15.0: 0.15%, 16.0: 11.10%, 17.0: 58.76%, 18.0: 29.98%, 19.0: 0.01%}
mean_sphered_cell_volume	2	8761094	8761150	2_8438029_8894862	AC	{23.5: 0.67%, 25.5: 0.46%, 26.5: 37.73%, 27.5: 1.37%, 28.5: 20.09%, 29.5: 35.45%, 30.5: 4.05%, 31.5: 0.18%}	4.46e-64	+	intron:AC011747.6:lncRNA	not	0.0	0.0										0.000276, 0.0000419, 0.466, 0.0371, 0.000645	+, +, NA, +, +	{23.5: 0.06%, 25.5: 0.08%, 26.5: 47.09%, 27.5: 12.28%, 28.5: 22.56%, 29.5: 17.40%, 30.5: 0.52%, 31.5: 0.02%}	{23.5: 0.08%, 25.5: 0.17%, 26.5: 39.87%, 27.5: 1.82%, 28.5: 18.57%, 29.5: 36.41%, 30.5: 2.59%, 31.5: 0.49%}	{25.5: 0.02%, 26.5: 56.73%, 27.5: 2.00%, 28.5: 17.96%, 29.5: 21.83%, 30.5: 1.18%, 31.5: 0.29%}	{23.5: 0.74%, 25.5: 0.33%, 26.5: 38.46%, 27.5: 1.28%, 28.5: 18.99%, 29.5: 35.54%, 30.5: 4.54%, 31.5: 0.12%}	{23.5: 0.46%, 25.5: 0.39%, 26.5: 38.01%, 27.5: 1.40%, 28.5: 20.46%, 29.5: 34.93%, 30.5: 4.15%, 31.5: 0.19%}
mean_sphered_cell_volume	2	24093156	24093174	2_23744571_24794594	A	{19.0: 25.05%, 20.0: 48.87%, 21.0: 10.97%, 22.0: 0.05%, 25.0: 1.55%, 26.0: 13.48%, 27.0: 0.03%}	4.08e-53	-	intron:ATAD2B:protein_coding	not	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.484, 0.00134, 0.697, 0.124, 0.0269	NA, -, NA, NA, -	{19.0: 38.50%, 20.0: 50.52%, 21.0: 1.87%, 22.0: 0.01%, 25.0: 0.69%, 26.0: 8.05%, 27.0: 0.35%}	{19.0: 17.64%, 20.0: 56.96%, 21.0: 10.69%, 22.0: 0.01%, 25.0: 0.53%, 26.0: 14.16%, 27.0: 0.01%}	{19.0: 15.98%, 20.0: 76.66%, 21.0: 0.64%, 25.0: 0.53%, 26.0: 6.20%, 27.0: 0.00%}	{19.0: 24.91%, 20.0: 49.63%, 21.0: 9.95%, 22.0: 0.05%, 25.0: 1.16%, 26.0: 14.27%, 27.0: 0.03%}	{19.0: 23.37%, 20.0: 51.01%, 21.0: 10.94%, 22.0: 0.06%, 25.0: 1.43%, 26.0: 13.16%, 27.0: 0.03%}
mean_sphered_cell_volume	2	24208473	24208487	2_23744571_24794594	A	{15.0: 25.04%, 16.0: 54.74%, 17.0: 5.69%, 18.0: 12.08%, 21.0: 2.33%, 22.0: 0.13%}	1.12e-55	-	intron:UBXN2A:protein_coding	singly	0.997864421393623	0.0	0.999743462840911	0.0	0.0	0.0	0.0	0.0	0.995871767889489	0.0	0.0184887	0.0652, 0.0281, 0.312, 0.146, 0.0432	NA, -, NA, NA, -	{15.0: 43.46%, 16.0: 44.70%, 17.0: 2.85%, 18.0: 8.78%, 21.0: 0.22%}	{15.0: 17.30%, 16.0: 61.39%, 17.0: 9.27%, 18.0: 11.50%, 21.0: 0.35%, 22.0: 0.20%}	{15.0: 15.58%, 16.0: 76.90%, 17.0: 3.30%, 18.0: 4.20%, 21.0: 0.01%}	{15.0: 24.87%, 16.0: 53.16%, 17.0: 6.91%, 18.0: 13.08%, 21.0: 1.83%, 22.0: 0.14%}	{15.0: 23.30%, 16.0: 57.46%, 17.0: 5.31%, 18.0: 11.87%, 21.0: 1.95%, 22.0: 0.11%}
mean_sphered_cell_volume	3	141097028	141097042	3_140908481_142794479	A	{15.0: 55.28%, 16.0: 8.92%, 17.0: 35.80%}	3.32e-28	-	intron:ZBTB38:protein_coding	not	0.0226250317674162	0.0										0.888, 0.61, 0.868, 0.782, 0.158	NA, NA, NA, NA, NA	{15.0: 15.50%, 16.0: 43.94%, 17.0: 40.57%}	{15.0: 65.73%, 16.0: 15.33%, 17.0: 18.93%}	{15.0: 68.51%, 16.0: 28.84%, 17.0: 2.65%}	{15.0: 56.39%, 16.0: 7.89%, 17.0: 35.72%}	{15.0: 59.07%, 16.0: 8.36%, 17.0: 32.58%}
mean_sphered_cell_volume	4	57724658	57724677	4_57583306_58024602	AT	{6.0: 18.98%, 8.0: 0.02%, 9.0: 0.00%, 10.0: 21.14%, 11.0: 3.76%, 12.0: 0.05%, 13.0: 0.09%, 15.0: 0.00%, 16.0: 4.25%, 17.0: 20.22%, 18.0: 6.38%, 19.0: 7.37%, 20.0: 1.48%, 21.0: 1.12%, 22.0: 2.11%, 23.0: 0.87%, 24.0: 1.63%, 25.0: 0.82%, 26.0: 9.71%}	1.48e-21	-	intergenic	confidently	0.999930218341721	1.0	0.999241877805489	0.999596	1.0	1.0	1.0	1.0	0.999739124857235	0.999495	0.997542	0.197, 0.0157, 0.857, 0.219, 0.974	NA, -, NA, NA, NA	{6.0: 16.80%, 8.0: 0.15%, 9.0: 1.35%, 10.0: 8.52%, 11.0: 11.94%, 12.0: 1.10%, 13.0: 0.02%, 15.0: 0.40%, 16.0: 1.56%, 17.0: 3.88%, 18.0: 2.30%, 19.0: 3.41%, 20.0: 12.81%, 21.0: 0.14%, 22.0: 5.46%, 23.0: 10.03%, 24.0: 8.78%, 25.0: 0.77%, 26.0: 10.57%}	{6.0: 42.42%, 8.0: 0.05%, 9.0: 0.01%, 10.0: 15.57%, 11.0: 0.65%, 12.0: 0.16%, 13.0: 0.63%, 15.0: 0.00%, 16.0: 3.15%, 17.0: 10.14%, 18.0: 10.17%, 19.0: 5.28%, 20.0: 2.76%, 21.0: 1.74%, 22.0: 0.52%, 23.0: 1.43%, 24.0: 0.32%, 25.0: 1.13%, 26.0: 3.84%}	{6.0: 63.50%, 8.0: 2.07%, 9.0: 0.00%, 10.0: 2.41%, 11.0: 0.26%, 12.0: 0.01%, 13.0: 0.01%, 15.0: 0.01%, 16.0: 0.18%, 17.0: 1.57%, 18.0: 13.64%, 19.0: 0.89%, 20.0: 5.78%, 21.0: 0.67%, 22.0: 1.20%, 23.0: 0.81%, 24.0: 0.65%, 25.0: 0.53%, 26.0: 5.80%}	{6.0: 18.75%, 8.0: 0.02%, 9.0: 0.00%, 10.0: 19.57%, 11.0: 3.76%, 12.0: 0.07%, 13.0: 0.12%, 15.0: 0.00%, 16.0: 3.72%, 17.0: 21.36%, 18.0: 7.74%, 19.0: 7.59%, 20.0: 1.29%, 21.0: 1.25%, 22.0: 1.93%, 23.0: 0.62%, 24.0: 1.49%, 25.0: 0.84%, 26.0: 9.90%}	{6.0: 19.76%, 8.0: 0.03%, 9.0: 0.00%, 10.0: 22.35%, 11.0: 3.05%, 12.0: 0.10%, 13.0: 0.10%, 15.0: 0.01%, 16.0: 4.45%, 17.0: 20.58%, 18.0: 6.61%, 19.0: 6.28%, 20.0: 1.67%, 21.0: 1.58%, 22.0: 1.93%, 23.0: 0.85%, 24.0: 1.49%, 25.0: 0.73%, 26.0: 8.43%}
mean_sphered_cell_volume	6	41787920	41787933	6_41359335_42324047	A	{12.0: 1.80%, 13.0: 73.92%, 14.0: 24.28%}	7.67e-43	+	multigene;intron:USP49:protein_coding;intron:RP5-973N23.5:protein_coding	not	0.0	0.0										0.0444, 0.00168, 0.692, 0.134, 0.496	+, +, NA, NA, NA	{12.0: 0.19%, 13.0: 68.35%, 14.0: 31.46%}	{12.0: 5.50%, 13.0: 72.76%, 14.0: 21.75%}	{12.0: 0.11%, 13.0: 81.95%, 14.0: 17.95%}	{12.0: 1.75%, 13.0: 75.27%, 14.0: 22.98%}	{12.0: 1.80%, 13.0: 74.10%, 14.0: 24.11%}
mean_sphered_cell_volume	7	98658002	98658027	7_98327939_99333922	A	{24.0: 9.88%, 25.0: 46.03%, 26.0: 43.40%, 27.0: 0.66%, 28.0: 0.02%}	6.81e-12	-	intron:SMURF1:protein_coding	not	0.0	0.0										0.949, 0.0441, 0.14, 0.47, 0.00167	NA, -, NA, NA, -	{24.0: 1.07%, 25.0: 10.94%, 26.0: 81.23%, 27.0: 2.11%, 28.0: 4.66%}	{24.0: 10.35%, 25.0: 38.39%, 26.0: 49.95%, 27.0: 1.31%, 28.0: 0.00%}	{24.0: 0.18%, 25.0: 35.59%, 26.0: 62.47%, 27.0: 1.75%, 28.0: 0.01%}	{24.0: 8.22%, 25.0: 49.46%, 26.0: 41.71%, 27.0: 0.60%, 28.0: 0.01%}	{24.0: 10.06%, 25.0: 44.55%, 26.0: 44.44%, 27.0: 0.88%, 28.0: 0.06%}
mean_sphered_cell_volume	11	119077000	119077033	11_118812684_119333561	CCG	{5.33: 0.19%, 7.33: 0.33%, 8.33: 0.09%, 10.33: 0.04%, 11.33: 71.52%, 12.33: 9.09%, 13.33: 6.76%, 14.33: 6.98%, 15.33: 0.25%, 16.33: 0.11%, 17.33: 3.04%, 18.33: 0.31%, 19.33: 0.05%, 20.33: 0.00%, 21.33: 0.02%, 22.33: 0.04%, 23.33: 0.21%, 24.33: 0.24%, 25.33: 0.36%, 26.33: 0.01%, 30.33: 0.35%}	6.88e-16	-	five_prime_UTR:CBL:protein_coding	confidently	0.999963906981342	0.908766	0.998491529636858	1.0	0.939655	0.973554	0.984026	0.908763	0.99988857007239	0.704203	1.0	0.479, 0.191, 0.0306, 0.0538, 0.0147	NA, NA, -, NA, -	{5.33: 0.01%, 7.33: 0.03%, 8.33: 15.29%, 10.33: 5.22%, 11.33: 62.12%, 12.33: 11.17%, 13.33: 4.57%, 14.33: 0.97%, 15.33: 0.08%, 16.33: 0.01%, 17.33: 0.23%, 18.33: 0.07%, 19.33: 0.01%, 21.33: 0.08%, 22.33: 0.00%, 23.33: 0.03%, 24.33: 0.06%, 25.33: 0.04%, 26.33: 0.01%, 30.33: 0.02%}	{5.33: 0.06%, 7.33: 0.06%, 8.33: 0.05%, 10.33: 0.05%, 11.33: 60.11%, 12.33: 6.63%, 13.33: 2.10%, 14.33: 23.45%, 15.33: 1.35%, 16.33: 0.03%, 17.33: 1.30%, 18.33: 0.97%, 19.33: 0.08%, 20.33: 0.00%, 21.33: 1.93%, 22.33: 0.04%, 23.33: 0.03%, 24.33: 1.55%, 25.33: 0.16%, 26.33: 0.01%, 30.33: 0.04%}	{5.33: 0.02%, 7.33: 0.00%, 8.33: 0.07%, 10.33: 0.06%, 11.33: 74.41%, 12.33: 2.53%, 13.33: 2.20%, 14.33: 6.39%, 15.33: 11.35%, 16.33: 0.00%, 17.33: 0.21%, 18.33: 1.83%, 19.33: 0.01%, 21.33: 0.08%, 22.33: 0.03%, 23.33: 0.01%, 24.33: 0.75%, 25.33: 0.02%, 26.33: 0.01%, 30.33: 0.03%}	{5.33: 0.11%, 7.33: 1.01%, 8.33: 0.06%, 10.33: 0.04%, 11.33: 69.02%, 12.33: 8.78%, 13.33: 7.63%, 14.33: 7.18%, 15.33: 0.23%, 16.33: 0.10%, 17.33: 3.94%, 18.33: 0.27%, 19.33: 0.05%, 20.33: 0.00%, 21.33: 0.01%, 22.33: 0.03%, 23.33: 0.24%, 24.33: 0.29%, 25.33: 0.42%, 26.33: 0.00%, 30.33: 0.56%}	{5.33: 0.19%, 7.33: 0.25%, 8.33: 0.29%, 10.33: 0.06%, 11.33: 72.39%, 12.33: 9.75%, 13.33: 5.70%, 14.33: 6.34%, 15.33: 0.43%, 16.33: 0.12%, 17.33: 2.65%, 18.33: 0.42%, 19.33: 0.05%, 20.33: 0.01%, 21.33: 0.05%, 22.33: 0.11%, 23.33: 0.18%, 24.33: 0.29%, 25.33: 0.34%, 26.33: 0.02%, 30.33: 0.36%}
mean_sphered_cell_volume	15	66018015	66018044	15_65570431_66249227	A	{30.0: 57.12%, 31.0: 18.99%, 32.0: 6.91%, 33.0: 16.98%}	6.05e-31	-	intron:DENND4A:protein_coding	not	0.0	0.0										0.923, 0.00125, 0.311, 0.0133, 0.00148	NA, -, NA, -, -	{30.0: 13.45%, 31.0: 61.62%, 32.0: 10.29%, 33.0: 14.64%}	{30.0: 44.98%, 31.0: 17.13%, 32.0: 8.79%, 33.0: 29.10%}	{30.0: 16.04%, 31.0: 2.91%, 32.0: 5.03%, 33.0: 76.02%}	{30.0: 56.73%, 31.0: 17.52%, 32.0: 7.28%, 33.0: 18.47%}	{30.0: 56.23%, 31.0: 19.46%, 32.0: 6.57%, 33.0: 17.74%}
mean_sphered_cell_volume	16	287713	287728	16_0_978169	A	{16.0: 79.73%, 17.0: 17.46%, 18.0: 2.82%}	1.2e-12	+	intron:FAM234A:protein_coding	not	0.0	0.0										0.58, 0.572, 0.818, 0.703, 0.504	NA, NA, NA, NA, NA	{16.0: 73.19%, 17.0: 26.57%, 18.0: 0.24%}	{16.0: 73.31%, 17.0: 26.48%, 18.0: 0.22%}	{16.0: 83.99%, 17.0: 15.79%, 18.0: 0.21%}	{16.0: 81.02%, 17.0: 16.62%, 18.0: 2.36%}	{16.0: 79.60%, 17.0: 18.21%, 18.0: 2.19%}
mean_sphered_cell_volume	16	67229794	67229850	16_66290540_68399574	AGC	{12.0: 0.00%, 13.0: 0.39%, 15.0: 0.00%, 16.0: 0.00%, 17.0: 0.23%, 18.0: 0.02%, 19.0: 96.61%, 20.0: 2.29%, 21.0: 0.00%, 22.0: 0.02%, 23.0: 0.10%, 24.0: 0.31%}	3.07e-23	+	CDS,three_prime_UTR:E2F4:protein_coding	confidently	0.999999992058585	1.0	0.999999922100641	1.0	1.0	1.0	1.0	1.0	0.999999968305734	1.0	1.0	0.492, 0.287, 0.353, 0.351, 0.254	NA, NA, NA, NA, NA	{12.0: 0.29%, 13.0: 0.07%, 15.0: 0.01%, 16.0: 1.93%, 17.0: 0.02%, 18.0: 0.00%, 19.0: 89.34%, 20.0: 2.97%, 21.0: 0.00%, 22.0: 4.54%, 23.0: 0.79%, 24.0: 0.05%}	{12.0: 0.01%, 13.0: 0.06%, 15.0: 0.00%, 16.0: 0.02%, 17.0: 0.00%, 18.0: 0.02%, 19.0: 98.37%, 20.0: 1.41%, 21.0: 0.05%, 22.0: 0.04%, 23.0: 0.00%, 24.0: 0.02%}	{12.0: 0.00%, 16.0: 0.00%, 17.0: 0.00%, 18.0: 0.01%, 19.0: 96.16%, 20.0: 2.08%, 21.0: 1.72%, 22.0: 0.03%, 23.0: 0.00%}	{12.0: 0.00%, 13.0: 0.24%, 15.0: 0.00%, 16.0: 0.00%, 17.0: 0.19%, 18.0: 0.02%, 19.0: 96.79%, 20.0: 2.28%, 21.0: 0.01%, 22.0: 0.00%, 23.0: 0.07%, 24.0: 0.41%}	{12.0: 0.01%, 13.0: 0.35%, 15.0: 0.00%, 16.0: 0.03%, 17.0: 0.16%, 18.0: 0.03%, 19.0: 96.15%, 20.0: 2.89%, 21.0: 0.01%, 22.0: 0.08%, 23.0: 0.08%, 24.0: 0.22%}
mean_sphered_cell_volume	17	44084292	44084364	17_41589118_45031949	AAAAT	{11.6: 22.84%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 18.60%, 14.6: 57.68%, 15.6: 0.15%, 17.6: 0.00%}	5.43e-82	+	intron:MAPT:protein_coding	confidently	0.99999666785196	1.0	0.99999056510867	1.0	1.0	1.0	1.0	1.0	0.999994722958076	1.0	0.0	0.765, 0.357, 0.132, 0.00358, 0.000589	NA, NA, NA, +, +	{11.6: 2.18%, 12.6: 5.65%, 12.8: 1.76%, 13.6: 18.38%, 14.6: 67.58%, 15.6: 3.86%, 17.6: 0.59%}	{11.6: 8.32%, 12.6: 0.61%, 12.8: 0.01%, 13.6: 15.24%, 14.6: 75.75%, 15.6: 0.07%, 17.6: 0.00%}	{11.6: 0.54%, 12.6: 0.14%, 12.8: 0.02%, 13.6: 28.01%, 14.6: 69.71%, 15.6: 1.58%, 17.6: 0.00%}	{11.6: 20.99%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 19.63%, 14.6: 58.52%, 15.6: 0.14%, 17.6: 0.00%}	{11.6: 21.62%, 12.6: 0.80%, 12.8: 0.02%, 13.6: 16.62%, 14.6: 60.74%, 15.6: 0.20%, 17.6: 0.00%}
mean_sphered_cell_volume	19	4426165	4426182	19_3850487_4636955	A	{16.0: 0.52%, 17.0: 69.99%, 18.0: 29.49%}	7.32e-80	-	intron:CHAF1A:protein_coding	not	0.0	0.448109										0.0173, 0.00529, 0.203, 0.00566, 0.00112	-, -, NA, -, -	{16.0: 0.04%, 17.0: 89.49%, 18.0: 10.48%}	{16.0: 0.03%, 17.0: 76.47%, 18.0: 23.49%}	{16.0: 0.00%, 17.0: 89.45%, 18.0: 10.55%}	{16.0: 0.28%, 17.0: 69.66%, 18.0: 30.06%}	{16.0: 0.35%, 17.0: 71.57%, 18.0: 28.08%}
mean_sphered_cell_volume	19	17252977	17253000	19_17013772_17580454	A	{20.0: 0.00%, 24.0: 60.30%, 25.0: 19.03%, 26.0: 20.61%, 27.0: 0.04%, 34.0: 0.01%}	2.05e-65	+	intron:MYO9B:protein_coding	confidently	0.999911252475225	1.0	0.99952726475743	1.0	1.0	1.0	1.0	1.0	0.998934955504023	1.0	1.0	0.00121, 0.0146, 0.0557, 9.27e-6, 0.000207	+, +, NA, +, +	{20.0: 0.01%, 24.0: 31.74%, 25.0: 38.47%, 26.0: 25.26%, 27.0: 3.82%, 34.0: 0.70%}	{20.0: 0.07%, 24.0: 62.64%, 25.0: 15.61%, 26.0: 21.57%, 27.0: 0.06%, 34.0: 0.05%}	{20.0: 0.04%, 24.0: 66.08%, 25.0: 26.55%, 26.0: 7.31%, 27.0: 0.01%, 34.0: 0.01%}	{20.0: 0.00%, 24.0: 59.96%, 25.0: 19.82%, 26.0: 20.18%, 27.0: 0.02%, 34.0: 0.02%}	{20.0: 0.01%, 24.0: 61.84%, 25.0: 19.06%, 26.0: 18.85%, 27.0: 0.22%, 34.0: 0.02%}
mean_sphered_cell_volume	22	32897470	32897484	22_32732821_33035237	A	{10.0: 0.00%, 13.0: 21.67%, 14.0: 38.20%, 15.0: 39.96%, 16.0: 0.16%, 18.0: 0.02%}	6.1e-79	+	intergenic	confidently	0.999999900380081	0.900296	0.999999880060422	0.84477	0.913543	0.897347	0.816294	0.949164	0.999999862525955	0.68555	0.745742	0.235, 0.00497, 0.889, 0.00253, 0.000752	NA, +, NA, +, +	{10.0: 0.01%, 13.0: 9.28%, 14.0: 42.80%, 15.0: 41.27%, 16.0: 0.91%, 18.0: 5.74%}	{10.0: 0.10%, 13.0: 13.21%, 14.0: 37.75%, 15.0: 48.62%, 16.0: 0.30%, 18.0: 0.02%}	{10.0: 0.01%, 13.0: 12.95%, 14.0: 54.34%, 15.0: 31.98%, 16.0: 0.71%, 18.0: 0.00%}	{10.0: 0.00%, 13.0: 22.54%, 14.0: 39.49%, 15.0: 37.80%, 16.0: 0.15%, 18.0: 0.02%}	{10.0: 0.00%, 13.0: 21.00%, 14.0: 37.72%, 15.0: 41.04%, 16.0: 0.19%, 18.0: 0.05%}
