phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
lymphocyte_percent	10	6040434	6040476	10_5905749_6331221	AT	{7.5: 0.01%, 19.5: 0.06%, 20.5: 81.18%, 21.5: 18.74%, 22.5: 0.01%}	7.76e-17	-	intergenic	not	0.0	0.0										0.211, 0.483, 0.128, 0.0595, 0.404	NA, NA, NA, NA, NA	{7.5: 0.02%, 19.5: 0.59%, 20.5: 87.22%, 21.5: 9.13%, 22.5: 3.05%}	{7.5: 0.03%, 19.5: 0.02%, 20.5: 83.60%, 21.5: 16.33%, 22.5: 0.02%}	{7.5: 0.26%, 19.5: 0.01%, 20.5: 94.08%, 21.5: 5.60%, 22.5: 0.05%}	{7.5: 0.01%, 19.5: 0.04%, 20.5: 78.21%, 21.5: 21.73%, 22.5: 0.01%}	{7.5: 0.02%, 19.5: 0.09%, 20.5: 80.91%, 21.5: 18.96%, 22.5: 0.02%}
albumin	10	22207305	22207322	10_21544899_22423876	A	{17.0: 0.10%, 18.0: 20.96%, 19.0: 73.71%, 20.0: 5.23%}	1.9e-10	+	intron:DNAJC1:protein_coding	not	0.0	0.0										0.96, 0.31, 0.703, 0.491, 0.34	NA, NA, NA, NA, NA	{17.0: 1.30%, 18.0: 25.89%, 19.0: 72.33%, 20.0: 0.47%}	{17.0: 0.05%, 18.0: 15.86%, 19.0: 80.62%, 20.0: 3.47%}	{17.0: 0.02%, 18.0: 7.83%, 19.0: 91.77%, 20.0: 0.38%}	{17.0: 0.09%, 18.0: 20.37%, 19.0: 73.63%, 20.0: 5.91%}	{17.0: 0.10%, 18.0: 24.12%, 19.0: 71.15%, 20.0: 4.63%}
igf_1	10	22207305	22207322	10_21510975_22412419	A	{17.0: 0.10%, 18.0: 20.97%, 19.0: 73.70%, 20.0: 5.22%}	3.09e-9	+	intron:DNAJC1:protein_coding	not	0.0	0.0										0.238, 0.306, 0.0514, 0.017, 0.578	NA, NA, NA, +, NA	{17.0: 1.29%, 18.0: 25.82%, 19.0: 72.43%, 20.0: 0.47%}	{17.0: 0.05%, 18.0: 15.80%, 19.0: 80.59%, 20.0: 3.56%}	{17.0: 0.02%, 18.0: 7.89%, 19.0: 91.71%, 20.0: 0.38%}	{17.0: 0.10%, 18.0: 20.23%, 19.0: 73.68%, 20.0: 6.00%}	{17.0: 0.10%, 18.0: 24.20%, 19.0: 71.04%, 20.0: 4.67%}
total_protein	10	22207305	22207322	10_22082305_22332305	A	{17.0: 0.10%, 18.0: 20.97%, 19.0: 73.70%, 20.0: 5.23%}	1.71e-8	+	intron:DNAJC1:protein_coding	singly	0.0	0.939591										0.51, 0.411, 0.865, 0.659, 0.313	NA, NA, NA, NA, NA	{17.0: 1.32%, 18.0: 25.80%, 19.0: 72.40%, 20.0: 0.47%}	{17.0: 0.04%, 18.0: 15.75%, 19.0: 80.72%, 20.0: 3.49%}	{17.0: 0.02%, 18.0: 7.84%, 19.0: 91.75%, 20.0: 0.39%}	{17.0: 0.09%, 18.0: 20.36%, 19.0: 73.53%, 20.0: 6.01%}	{17.0: 0.10%, 18.0: 24.13%, 19.0: 71.13%, 20.0: 4.64%}
eosinophil_count	10	26721459	26721502	10_26548486_26886499	AAAAT	{6.8: 0.01%, 7.8: 0.17%, 8.8: 0.16%, 9.8: 35.81%, 10.8: 3.70%, 11.8: 25.57%, 12.8: 1.16%, 13.8: 6.45%, 14.8: 15.78%, 15.8: 9.32%, 16.8: 1.37%, 17.8: 0.50%}	1.75e-39	-	intergenic	singly	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.149, 0.935, 0.0225, 0.0548, 0.439	NA, NA, -, NA, NA	{6.8: 0.90%, 7.8: 6.40%, 8.8: 5.19%, 9.8: 22.04%, 10.8: 17.00%, 11.8: 5.52%, 12.8: 2.89%, 13.8: 29.28%, 14.8: 8.19%, 15.8: 2.31%, 16.8: 0.16%, 17.8: 0.11%}	{6.8: 0.05%, 7.8: 0.60%, 8.8: 0.34%, 9.8: 18.96%, 10.8: 1.59%, 11.8: 26.93%, 12.8: 3.88%, 13.8: 18.04%, 14.8: 17.35%, 15.8: 8.98%, 16.8: 1.75%, 17.8: 1.53%}	{6.8: 0.00%, 7.8: 1.82%, 8.8: 0.24%, 9.8: 5.31%, 10.8: 0.84%, 11.8: 33.45%, 12.8: 13.10%, 13.8: 24.15%, 14.8: 13.62%, 15.8: 7.09%, 16.8: 0.34%, 17.8: 0.03%}	{6.8: 0.01%, 7.8: 0.17%, 8.8: 0.13%, 9.8: 36.70%, 10.8: 3.84%, 11.8: 25.88%, 12.8: 1.23%, 13.8: 6.63%, 14.8: 14.98%, 15.8: 8.83%, 16.8: 1.19%, 17.8: 0.41%}	{6.8: 0.01%, 7.8: 0.23%, 8.8: 0.21%, 9.8: 34.84%, 10.8: 3.58%, 11.8: 24.27%, 12.8: 1.41%, 13.8: 8.48%, 14.8: 15.59%, 15.8: 9.37%, 16.8: 1.38%, 17.8: 0.63%}
eosinophil_percent	10	26721459	26721502	10_26548486_26883576	AAAAT	{6.8: 0.01%, 7.8: 0.17%, 8.8: 0.16%, 9.8: 35.82%, 10.8: 3.70%, 11.8: 25.57%, 12.8: 1.16%, 13.8: 6.44%, 14.8: 15.78%, 15.8: 9.32%, 16.8: 1.37%, 17.8: 0.50%}	1.7000000000000002e-32	-	intergenic	not	0.0	0.0										0.084, 0.811, 0.0143, 0.0401, 0.685	NA, NA, -, -, NA	{6.8: 0.88%, 7.8: 6.37%, 8.8: 5.19%, 9.8: 22.01%, 10.8: 17.07%, 11.8: 5.54%, 12.8: 2.87%, 13.8: 29.30%, 14.8: 8.19%, 15.8: 2.30%, 16.8: 0.16%, 17.8: 0.11%}	{6.8: 0.05%, 7.8: 0.60%, 8.8: 0.35%, 9.8: 18.99%, 10.8: 1.59%, 11.8: 26.88%, 12.8: 3.88%, 13.8: 17.94%, 14.8: 17.46%, 15.8: 8.98%, 16.8: 1.76%, 17.8: 1.53%}	{6.8: 0.00%, 7.8: 1.82%, 8.8: 0.24%, 9.8: 5.31%, 10.8: 0.84%, 11.8: 33.23%, 12.8: 13.16%, 13.8: 24.37%, 14.8: 13.61%, 15.8: 7.05%, 16.8: 0.34%, 17.8: 0.03%}	{6.8: 0.01%, 7.8: 0.17%, 8.8: 0.13%, 9.8: 36.62%, 10.8: 3.81%, 11.8: 25.96%, 12.8: 1.22%, 13.8: 6.61%, 14.8: 15.04%, 15.8: 8.84%, 16.8: 1.18%, 17.8: 0.41%}	{6.8: 0.01%, 7.8: 0.23%, 8.8: 0.21%, 9.8: 34.83%, 10.8: 3.58%, 11.8: 24.28%, 12.8: 1.41%, 13.8: 8.49%, 14.8: 15.60%, 15.8: 9.35%, 16.8: 1.38%, 17.8: 0.63%}
white_blood_cell_count	10	26721459	26721502	10_26596459_26846459	AAAAT	{6.8: 0.01%, 7.8: 0.17%, 8.8: 0.16%, 9.8: 35.80%, 10.8: 3.69%, 11.8: 25.58%, 12.8: 1.16%, 13.8: 6.44%, 14.8: 15.80%, 15.8: 9.32%, 16.8: 1.38%, 17.8: 0.49%}	1.56e-8	-	intergenic	not	0.0	0.152552										0.779, 0.907, 0.541, 0.128, 0.617	NA, NA, NA, NA, NA	{6.8: 0.89%, 7.8: 6.40%, 8.8: 5.21%, 9.8: 21.96%, 10.8: 17.05%, 11.8: 5.50%, 12.8: 2.87%, 13.8: 29.31%, 14.8: 8.23%, 15.8: 2.31%, 16.8: 0.16%, 17.8: 0.11%}	{6.8: 0.04%, 7.8: 0.60%, 8.8: 0.34%, 9.8: 19.00%, 10.8: 1.60%, 11.8: 26.90%, 12.8: 3.86%, 13.8: 18.03%, 14.8: 17.39%, 15.8: 8.97%, 16.8: 1.74%, 17.8: 1.53%}	{6.8: 0.00%, 7.8: 1.84%, 8.8: 0.24%, 9.8: 5.31%, 10.8: 0.87%, 11.8: 33.31%, 12.8: 13.08%, 13.8: 24.40%, 14.8: 13.53%, 15.8: 7.06%, 16.8: 0.34%, 17.8: 0.03%}	{6.8: 0.01%, 7.8: 0.17%, 8.8: 0.13%, 9.8: 36.77%, 10.8: 3.83%, 11.8: 25.87%, 12.8: 1.22%, 13.8: 6.63%, 14.8: 14.97%, 15.8: 8.81%, 16.8: 1.19%, 17.8: 0.41%}	{6.8: 0.01%, 7.8: 0.23%, 8.8: 0.21%, 9.8: 34.86%, 10.8: 3.60%, 11.8: 24.28%, 12.8: 1.41%, 13.8: 8.47%, 14.8: 15.56%, 15.8: 9.37%, 16.8: 1.39%, 17.8: 0.62%}
eosinophil_count	10	44885784	44885799	10_44733868_45018756	A	{15.0: 0.00%, 16.0: 18.22%, 17.0: 31.58%, 18.0: 40.47%, 19.0: 9.70%, 20.0: 0.02%}	7.83e-12	-	intergenic	not	0.0	0.0										0.977, 0.627, 0.142, 0.162, 0.341	NA, NA, NA, NA, NA	{15.0: 2.20%, 16.0: 38.49%, 17.0: 16.72%, 18.0: 39.39%, 19.0: 3.18%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 20.05%, 17.0: 33.93%, 18.0: 31.38%, 19.0: 14.62%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 18.83%, 17.0: 15.43%, 18.0: 43.76%, 19.0: 21.97%, 20.0: 0.00%}	{15.0: 0.00%, 16.0: 18.88%, 17.0: 31.08%, 18.0: 40.42%, 19.0: 9.60%, 20.0: 0.02%}	{15.0: 0.00%, 16.0: 16.91%, 17.0: 31.73%, 18.0: 42.67%, 19.0: 8.67%, 20.0: 0.02%}
lymphocyte_count	10	44885784	44885799	10_44733868_45077832	A	{15.0: 0.00%, 16.0: 18.21%, 17.0: 31.60%, 18.0: 40.47%, 19.0: 9.70%, 20.0: 0.02%}	1.2e-8	-	intergenic	not	0.0	0.0										0.225, 0.253, 0.355, 0.32, 0.828	NA, NA, NA, NA, NA	{15.0: 2.19%, 16.0: 38.64%, 17.0: 16.74%, 18.0: 39.25%, 19.0: 3.19%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 20.13%, 17.0: 33.96%, 18.0: 31.28%, 19.0: 14.60%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 18.58%, 17.0: 15.32%, 18.0: 44.01%, 19.0: 22.08%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 18.90%, 17.0: 31.03%, 18.0: 40.48%, 19.0: 9.56%, 20.0: 0.02%}	{15.0: 0.00%, 16.0: 16.91%, 17.0: 31.72%, 18.0: 42.69%, 19.0: 8.67%, 20.0: 0.02%}
neutrophil_count	10	44885784	44885799	10_44747361_45010781	A	{15.0: 0.00%, 16.0: 18.22%, 17.0: 31.57%, 18.0: 40.49%, 19.0: 9.70%, 20.0: 0.02%}	1.91e-11	-	intergenic	not	0.0	0.0498035										0.902, 0.0888, 0.674, 0.65, 0.931	NA, NA, NA, NA, NA	{15.0: 2.19%, 16.0: 38.63%, 17.0: 16.70%, 18.0: 39.31%, 19.0: 3.17%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 20.12%, 17.0: 34.00%, 18.0: 31.26%, 19.0: 14.60%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 18.70%, 17.0: 15.49%, 18.0: 43.66%, 19.0: 22.15%, 20.0: 0.00%}	{15.0: 0.00%, 16.0: 18.88%, 17.0: 31.05%, 18.0: 40.46%, 19.0: 9.59%, 20.0: 0.02%}	{15.0: 0.00%, 16.0: 16.91%, 17.0: 31.68%, 18.0: 42.70%, 19.0: 8.68%, 20.0: 0.02%}
white_blood_cell_count	10	44885784	44885799	10_44733868_45016519	A	{15.0: 0.00%, 16.0: 18.23%, 17.0: 31.57%, 18.0: 40.49%, 19.0: 9.69%, 20.0: 0.02%}	4.58e-19	-	intergenic	confidently	0.999596239924895	0.980558	0.998785421181099	0.983243	0.980517	0.985397	0.99628	0.980558	0.999030655119787	0.927328	1.0	0.405, 0.0562, 0.573, 0.907, 0.575	NA, NA, NA, NA, NA	{15.0: 2.19%, 16.0: 38.46%, 17.0: 16.77%, 18.0: 39.38%, 19.0: 3.20%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 19.99%, 17.0: 33.85%, 18.0: 31.54%, 19.0: 14.60%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 18.64%, 17.0: 15.46%, 18.0: 43.83%, 19.0: 22.07%, 20.0: 0.00%}	{15.0: 0.01%, 16.0: 18.89%, 17.0: 30.98%, 18.0: 40.51%, 19.0: 9.59%, 20.0: 0.02%}	{15.0: 0.00%, 16.0: 16.92%, 17.0: 31.72%, 18.0: 42.65%, 19.0: 8.69%, 20.0: 0.02%}
lymphocyte_count	10	44934317	44934359	10_44733868_45077832	AC	{11.5: 0.50%, 12.5: 0.01%, 14.5: 43.44%, 15.5: 0.29%, 16.5: 0.18%, 17.5: 3.13%, 18.5: 1.71%, 19.5: 8.89%, 20.5: 0.68%, 21.5: 3.41%, 22.5: 1.54%, 23.5: 11.41%, 24.5: 10.53%, 25.5: 1.07%, 26.5: 9.55%, 27.5: 2.18%, 28.5: 1.29%, 29.5: 0.12%, 30.5: 0.00%, 31.5: 0.10%}	4.51e-8	+	intergenic	singly	0.0	1.0										0.992, 0.977, 0.00598, 0.781, 0.489	NA, NA, +, NA, NA	{11.5: 0.03%, 12.5: 0.01%, 14.5: 14.66%, 15.5: 0.10%, 16.5: 0.02%, 17.5: 0.24%, 18.5: 5.99%, 19.5: 4.91%, 20.5: 7.62%, 21.5: 18.45%, 22.5: 7.23%, 23.5: 16.07%, 24.5: 10.99%, 25.5: 4.58%, 26.5: 3.33%, 27.5: 1.13%, 28.5: 2.12%, 29.5: 2.53%, 30.5: 0.00%, 31.5: 0.01%}	{11.5: 0.04%, 12.5: 0.07%, 14.5: 31.53%, 15.5: 0.97%, 16.5: 0.14%, 17.5: 0.50%, 18.5: 0.77%, 19.5: 1.43%, 20.5: 0.44%, 21.5: 4.08%, 22.5: 1.21%, 23.5: 17.51%, 24.5: 16.69%, 25.5: 1.03%, 26.5: 15.61%, 27.5: 2.74%, 28.5: 4.95%, 29.5: 0.20%, 30.5: 0.01%, 31.5: 0.09%}	{14.5: 19.78%, 15.5: 0.02%, 16.5: 0.03%, 17.5: 0.00%, 18.5: 0.10%, 19.5: 0.07%, 20.5: 0.05%, 21.5: 1.56%, 22.5: 0.31%, 23.5: 21.00%, 24.5: 23.04%, 25.5: 1.84%, 26.5: 15.73%, 27.5: 8.83%, 28.5: 7.40%, 29.5: 0.04%, 30.5: 0.18%, 31.5: 0.01%}	{11.5: 0.55%, 12.5: 0.00%, 14.5: 43.11%, 15.5: 0.31%, 16.5: 0.21%, 17.5: 3.10%, 18.5: 1.76%, 19.5: 9.68%, 20.5: 0.77%, 21.5: 3.22%, 22.5: 1.23%, 23.5: 12.00%, 24.5: 10.71%, 25.5: 1.02%, 26.5: 9.25%, 27.5: 1.55%, 28.5: 1.31%, 29.5: 0.09%, 30.5: 0.00%, 31.5: 0.14%}	{11.5: 0.38%, 12.5: 0.01%, 14.5: 43.66%, 15.5: 0.41%, 16.5: 0.36%, 17.5: 2.48%, 18.5: 1.59%, 19.5: 8.24%, 20.5: 0.83%, 21.5: 3.53%, 22.5: 1.84%, 23.5: 11.04%, 24.5: 10.38%, 25.5: 1.83%, 26.5: 9.65%, 27.5: 2.31%, 28.5: 1.17%, 29.5: 0.22%, 30.5: 0.03%, 31.5: 0.05%}
lymphocyte_percent	10	44934317	44934359	10_44762911_45076961	AC	{11.5: 0.50%, 12.5: 0.01%, 14.5: 43.43%, 15.5: 0.29%, 16.5: 0.18%, 17.5: 3.14%, 18.5: 1.72%, 19.5: 8.89%, 20.5: 0.67%, 21.5: 3.40%, 22.5: 1.54%, 23.5: 11.42%, 24.5: 10.52%, 25.5: 1.07%, 26.5: 9.56%, 27.5: 2.18%, 28.5: 1.29%, 29.5: 0.12%, 30.5: 0.00%, 31.5: 0.10%}	1.59e-10	+	intergenic	singly	0.0	0.974117										0.1, 0.95, 0.0417, 0.167, 0.743	NA, NA, +, NA, NA	{11.5: 0.02%, 12.5: 0.01%, 14.5: 14.56%, 15.5: 0.10%, 16.5: 0.02%, 17.5: 0.26%, 18.5: 5.96%, 19.5: 4.86%, 20.5: 7.71%, 21.5: 18.43%, 22.5: 7.25%, 23.5: 16.08%, 24.5: 10.99%, 25.5: 4.62%, 26.5: 3.34%, 27.5: 1.13%, 28.5: 2.11%, 29.5: 2.55%, 30.5: 0.00%, 31.5: 0.01%}	{11.5: 0.04%, 12.5: 0.06%, 14.5: 31.56%, 15.5: 0.96%, 16.5: 0.14%, 17.5: 0.48%, 18.5: 0.74%, 19.5: 1.44%, 20.5: 0.46%, 21.5: 4.07%, 22.5: 1.22%, 23.5: 17.56%, 24.5: 16.65%, 25.5: 1.02%, 26.5: 15.65%, 27.5: 2.72%, 28.5: 4.93%, 29.5: 0.19%, 30.5: 0.01%, 31.5: 0.09%}	{14.5: 19.82%, 15.5: 0.02%, 16.5: 0.03%, 17.5: 0.00%, 18.5: 0.10%, 19.5: 0.07%, 20.5: 0.05%, 21.5: 1.56%, 22.5: 0.31%, 23.5: 21.07%, 24.5: 23.01%, 25.5: 1.84%, 26.5: 15.70%, 27.5: 8.81%, 28.5: 7.36%, 29.5: 0.04%, 30.5: 0.18%, 31.5: 0.01%}	{11.5: 0.54%, 12.5: 0.00%, 14.5: 43.00%, 15.5: 0.31%, 16.5: 0.22%, 17.5: 3.17%, 18.5: 1.77%, 19.5: 9.69%, 20.5: 0.78%, 21.5: 3.25%, 22.5: 1.23%, 23.5: 12.05%, 24.5: 10.64%, 25.5: 1.03%, 26.5: 9.21%, 27.5: 1.58%, 28.5: 1.32%, 29.5: 0.09%, 30.5: 0.00%, 31.5: 0.14%}	{11.5: 0.38%, 12.5: 0.01%, 14.5: 43.68%, 15.5: 0.41%, 16.5: 0.36%, 17.5: 2.48%, 18.5: 1.58%, 19.5: 8.25%, 20.5: 0.82%, 21.5: 3.53%, 22.5: 1.84%, 23.5: 11.03%, 24.5: 10.35%, 25.5: 1.83%, 26.5: 9.68%, 27.5: 2.30%, 28.5: 1.18%, 29.5: 0.22%, 30.5: 0.03%, 31.5: 0.05%}
apolipoprotein_a	10	45947120	45947131	10_45674950_46414252	C	{8.0: 7.09%, 9.0: 20.30%, 10.0: 1.53%, 11.0: 38.31%, 12.0: 32.25%, 13.0: 0.52%}	2.07e-16	-	intron:RP11-67C2.2:lncRNA	not	0.0	0.0										0.209, 0.0425, 0.975, 0.47, 0.0402	NA, -, NA, NA, -	{8.0: 5.87%, 9.0: 15.05%, 10.0: 13.71%, 11.0: 42.97%, 12.0: 22.33%, 13.0: 0.08%}	{8.0: 2.19%, 9.0: 22.12%, 10.0: 0.31%, 11.0: 33.77%, 12.0: 41.26%, 13.0: 0.36%}	{8.0: 2.92%, 9.0: 11.08%, 10.0: 0.26%, 11.0: 58.35%, 12.0: 25.37%, 13.0: 2.03%}	{8.0: 7.01%, 9.0: 19.69%, 10.0: 1.47%, 11.0: 39.98%, 12.0: 31.22%, 13.0: 0.62%}	{8.0: 6.19%, 9.0: 19.79%, 10.0: 1.39%, 11.0: 38.35%, 12.0: 33.73%, 13.0: 0.54%}
hdl_cholesterol	10	45947120	45947131	10_45701367_46414252	C	{8.0: 7.11%, 9.0: 20.34%, 10.0: 1.53%, 11.0: 38.28%, 12.0: 32.22%, 13.0: 0.52%}	1.39e-11	-	intron:RP11-67C2.2:lncRNA	not	0.0	0.0										0.315, 0.651, 0.885, 0.752, 0.124	NA, NA, NA, NA, NA	{8.0: 5.94%, 9.0: 15.06%, 10.0: 13.64%, 11.0: 43.05%, 12.0: 22.23%, 13.0: 0.08%}	{8.0: 2.21%, 9.0: 22.09%, 10.0: 0.31%, 11.0: 33.74%, 12.0: 41.31%, 13.0: 0.34%}	{8.0: 2.85%, 9.0: 11.24%, 10.0: 0.26%, 11.0: 58.16%, 12.0: 25.45%, 13.0: 2.04%}	{8.0: 6.99%, 9.0: 19.66%, 10.0: 1.48%, 11.0: 40.04%, 12.0: 31.23%, 13.0: 0.61%}	{8.0: 6.18%, 9.0: 19.82%, 10.0: 1.41%, 11.0: 38.36%, 12.0: 33.69%, 13.0: 0.53%}
mean_corpuscular_haemoglobin	10	45947120	45947131	10_44944453_46471686	C	{8.0: 7.09%, 9.0: 20.32%, 10.0: 1.53%, 11.0: 38.31%, 12.0: 32.22%, 13.0: 0.52%}	1.77e-107	-	intron:RP11-67C2.2:lncRNA	singly	0.999985995020354	0.0	0.999987980580378	0.0	0.0	0.0	0.0	0.0	0.999917484939153	0.0	0.0	0.395, 0.00982, 0.888, 0.0000102, 0.000204	NA, -, NA, -, -	{8.0: 5.85%, 9.0: 15.03%, 10.0: 13.69%, 11.0: 43.51%, 12.0: 21.83%, 13.0: 0.08%}	{8.0: 2.26%, 9.0: 22.23%, 10.0: 0.29%, 11.0: 33.38%, 12.0: 41.49%, 13.0: 0.35%}	{8.0: 2.95%, 9.0: 11.11%, 10.0: 0.25%, 11.0: 57.94%, 12.0: 25.61%, 13.0: 2.14%}	{8.0: 6.94%, 9.0: 19.79%, 10.0: 1.53%, 11.0: 40.19%, 12.0: 30.96%, 13.0: 0.60%}	{8.0: 6.21%, 9.0: 19.88%, 10.0: 1.41%, 11.0: 38.38%, 12.0: 33.59%, 13.0: 0.54%}
mean_corpuscular_volume	10	45947120	45947131	10_44944453_46471686	C	{8.0: 7.09%, 9.0: 20.33%, 10.0: 1.53%, 11.0: 38.34%, 12.0: 32.19%, 13.0: 0.52%}	7.43e-105	-	intron:RP11-67C2.2:lncRNA	singly	0.999996700984882	0.0	0.999997704118865	0.0	0.0	0.0	0.0	0.0	0.999992510054061	0.0	0.0	0.198, 0.00718, 0.433, 7.15e-6, 0.000131	NA, -, NA, -, -	{8.0: 5.86%, 9.0: 15.09%, 10.0: 13.70%, 11.0: 43.44%, 12.0: 21.84%, 13.0: 0.08%}	{8.0: 2.24%, 9.0: 22.21%, 10.0: 0.29%, 11.0: 33.61%, 12.0: 41.29%, 13.0: 0.36%}	{8.0: 2.98%, 9.0: 11.04%, 10.0: 0.25%, 11.0: 58.03%, 12.0: 25.60%, 13.0: 2.10%}	{8.0: 6.93%, 9.0: 19.89%, 10.0: 1.52%, 11.0: 40.15%, 12.0: 30.89%, 13.0: 0.61%}	{8.0: 6.21%, 9.0: 19.88%, 10.0: 1.41%, 11.0: 38.40%, 12.0: 33.56%, 13.0: 0.53%}
mean_sphered_cell_volume	10	45947120	45947131	10_45606460_46356439	C	{8.0: 7.08%, 9.0: 20.32%, 10.0: 1.53%, 11.0: 38.35%, 12.0: 32.19%, 13.0: 0.52%}	5.35e-14	-	intron:RP11-67C2.2:lncRNA	not	0.0	0.119883										0.545, 0.094, 0.98, 0.202, 0.451	NA, NA, NA, NA, NA	{8.0: 5.73%, 9.0: 15.06%, 10.0: 13.81%, 11.0: 43.51%, 12.0: 21.82%, 13.0: 0.08%}	{8.0: 2.29%, 9.0: 22.30%, 10.0: 0.29%, 11.0: 33.46%, 12.0: 41.29%, 13.0: 0.37%}	{8.0: 2.87%, 9.0: 11.13%, 10.0: 0.26%, 11.0: 58.11%, 12.0: 25.56%, 13.0: 2.08%}	{8.0: 6.94%, 9.0: 19.78%, 10.0: 1.51%, 11.0: 40.15%, 12.0: 31.02%, 13.0: 0.60%}	{8.0: 6.23%, 9.0: 19.85%, 10.0: 1.41%, 11.0: 38.29%, 12.0: 33.68%, 13.0: 0.54%}
red_blood_cell_count	10	45947120	45947131	10_45606460_46471686	C	{8.0: 7.09%, 9.0: 20.34%, 10.0: 1.53%, 11.0: 38.34%, 12.0: 32.17%, 13.0: 0.52%}	3.5800000000000003e-29	+	intron:RP11-67C2.2:lncRNA	not	0.0	0.0										0.219, 0.0709, 0.913, 0.307, 0.374	NA, NA, NA, NA, NA	{8.0: 5.83%, 9.0: 15.12%, 10.0: 13.72%, 11.0: 43.41%, 12.0: 21.84%, 13.0: 0.08%}	{8.0: 2.27%, 9.0: 22.25%, 10.0: 0.30%, 11.0: 33.48%, 12.0: 41.35%, 13.0: 0.35%}	{8.0: 2.95%, 9.0: 11.00%, 10.0: 0.26%, 11.0: 58.07%, 12.0: 25.64%, 13.0: 2.09%}	{8.0: 6.93%, 9.0: 19.85%, 10.0: 1.50%, 11.0: 40.13%, 12.0: 30.99%, 13.0: 0.60%}	{8.0: 6.21%, 9.0: 19.91%, 10.0: 1.40%, 11.0: 38.40%, 12.0: 33.53%, 13.0: 0.54%}
red_blood_cell_distribution_width	10	45947120	45947131	10_45049801_46414404	C	{8.0: 7.09%, 9.0: 20.33%, 10.0: 1.53%, 11.0: 38.32%, 12.0: 32.20%, 13.0: 0.53%}	8.51e-32	-	intron:RP11-67C2.2:lncRNA	not	0.0	0.0										0.255, 0.285, 0.0667, 0.0546, 0.00284	NA, NA, NA, NA, -	{8.0: 5.80%, 9.0: 15.03%, 10.0: 13.73%, 11.0: 43.46%, 12.0: 21.90%, 13.0: 0.08%}	{8.0: 2.24%, 9.0: 22.19%, 10.0: 0.29%, 11.0: 33.48%, 12.0: 41.45%, 13.0: 0.36%}	{8.0: 2.98%, 9.0: 11.11%, 10.0: 0.25%, 11.0: 57.94%, 12.0: 25.60%, 13.0: 2.12%}	{8.0: 6.93%, 9.0: 19.92%, 10.0: 1.52%, 11.0: 40.03%, 12.0: 30.98%, 13.0: 0.61%}	{8.0: 6.23%, 9.0: 19.89%, 10.0: 1.41%, 11.0: 38.36%, 12.0: 33.57%, 13.0: 0.54%}
alkaline_phosphatase	10	45974017	45974028	10_45827745_46394003	A	{11.0: 0.11%, 12.0: 68.62%, 13.0: 8.16%, 14.0: 23.09%, 15.0: 0.01%}	6.02e-11	-	intron:MARCHF8:protein_coding	not	0.0	0.0										0.0257, 0.389, 0.69, 0.764, 0.215	-, NA, NA, NA, NA	{11.0: 0.07%, 12.0: 65.65%, 13.0: 17.12%, 14.0: 14.37%, 15.0: 2.80%}	{11.0: 0.22%, 12.0: 69.87%, 13.0: 3.92%, 14.0: 25.93%, 15.0: 0.06%}	{11.0: 4.49%, 12.0: 83.52%, 13.0: 4.98%, 14.0: 6.85%, 15.0: 0.16%}	{11.0: 0.11%, 12.0: 69.61%, 13.0: 7.93%, 14.0: 22.35%, 15.0: 0.01%}	{11.0: 0.09%, 12.0: 69.80%, 13.0: 7.11%, 14.0: 22.98%, 15.0: 0.03%}
